,"Total Beds (ES,TH,SH)",,,,,,,,,,Emergency Shelter (ES),,,,,,,,,Transitional Housing (TH),,,,,,,,Safe Haven (SH),,,,,,Permanent Supportive Housing (PSH),,,,,,,,
FL-605,880,680,540,79.40%,398,466,16,89,368,512,398,294,280,95.20%,0,91,53,240,158,466,466,370,244,65.90%,36,128,338,16,16,16,16,100.00%,16,957,957,957,669,69.90%,74,150,567,390
FL-606,340,256,216,84.40%,244,96,0,34,107,233,244,184,184,100.00%,0,15,21,65,179,96,96,72,32,44.40%,13,42,54,0,0,0,0,0.00%,0,60,60,60,44,73.30%,14,6,12,48
GA-500,"5,890","5,786","3,600",62.20%,"2,496","3,394",0,453,"1,973","3,917","2,496","2,441","1,421",58.20%,50,165,85,484,"2,012","3,394","3,394","3,345","2,179",65.10%,368,"1,489","1,905",0,0,0,0,0.00%,0,"2,587","2,587","2,587","1,558",60.20%,"2,209",589,"1,363","1,224"
GA-501,"3,056","1,842","1,536",83.40%,"1,531","1,525",0,616,"2,033","1,023","1,531",876,659,75.20%,0,0,248,784,747,"1,525","1,525",966,877,90.80%,368,"1,249",276,0,0,0,0,0.00%,0,"1,910","1,910","1,854","1,118",60.30%,320,374,977,933
GA-503,214,198,148,74.70%,110,104,0,30,118,96,110,94,92,97.90%,97,0,9,40,70,104,104,104,56,53.80%,21,78,26,0,0,0,0,0.00%,0,89,89,89,89,100.00%,69,9,20,69
GA-504,532,532,279,52.40%,278,254,0,66,193,339,278,278,130,46.80%,0,32,23,74,204,254,254,254,149,58.70%,43,119,135,0,0,0,0,0.00%,0,92,92,92,69,75.00%,24,16,40,52
GA-505,306,267,97,36.30%,234,72,0,23,101,205,234,195,53,27.20%,6,3,21,85,149,72,72,72,44,61.10%,2,16,56,0,0,0,0,0.00%,0,155,155,155,155,100.00%,48,0,0,155
GA-506,410,332,322,97.00%,113,297,0,79,229,181,113,81,81,100.00%,0,0,17,38,75,297,297,251,241,96.00%,62,191,106,0,0,0,0,0.00%,0,132,132,132,89,67.40%,30,18,46,86
GA-507,759,711,477,67.10%,375,384,0,52,180,579,375,327,267,81.70%,40,0,17,61,314,384,384,384,210,54.70%,35,119,265,0,0,0,0,0.00%,0,547,547,547,472,86.30%,142,106,321,226
GU-500,264,199,194,97.50%,109,155,0,60,193,71,109,54,54,100.00%,0,7,25,75,34,155,155,145,140,96.60%,35,118,37,0,0,0,0,0.00%,0,101,101,101,53,52.50%,64,10,37,64
HI-500,866,758,758,100.00%,361,505,0,152,613,253,361,273,273,100.00%,0,3,58,218,143,505,505,485,485,100.00%,94,395,110,0,0,0,0,0.00%,0,218,218,218,218,100.00%,111,20,60,158
HI-501,"3,384","3,283","3,107",94.60%,"1,161","2,198",25,623,"2,408",976,"1,161","1,078","1,043",96.80%,0,61,162,675,486,"2,198","2,198","2,180","2,039",93.50%,461,"1,733",465,25,25,25,25,100.00%,25,849,849,849,804,94.70%,344,55,197,652
IA-500,464,251,128,51.00%,179,285,0,133,311,153,179,148,29,19.60%,0,12,33,73,106,285,285,103,99,96.10%,100,238,47,0,0,0,0,0.00%,0,32,32,32,7,21.90%,10,3,3,29
IA-501,"2,433","2,012","1,715",85.20%,"1,014","1,419",0,442,"1,543",890,"1,014",644,487,75.60%,37,35,152,528,486,"1,419","1,419","1,368","1,228",89.80%,290,"1,015",404,0,0,0,0,0.00%,0,398,398,398,306,76.90%,53,50,164,234
IA-502,"1,085","1,014",956,94.30%,385,700,0,149,398,687,385,327,304,93.00%,0,9,49,147,238,700,700,687,652,94.90%,100,251,449,0,0,0,0,0.00%,0,464,464,464,337,72.60%,69,88,263,201
ID-500,793,689,315,45.70%,496,297,0,121,309,484,496,440,169,38.40%,0,23,74,177,319,297,297,249,146,58.60%,47,132,165,0,0,0,0,0.00%,0,205,205,205,128,62.40%,110,29,84,121
ID-501,"1,102",823,618,75.10%,462,640,0,228,715,387,462,227,166,73.10%,0,25,94,246,216,640,640,596,452,75.80%,134,469,171,0,0,0,0,0.00%,0,334,334,334,309,92.50%,108,57,162,172
IL-500,185,157,126,80.30%,14,171,0,30,103,82,14,14,14,100.00%,40,14,2,6,8,171,171,143,112,78.30%,28,97,74,0,0,0,0,0.00%,0,26,26,26,26,100.00%,26,0,0,26
IL-501,457,342,305,89.20%,231,226,0,85,179,278,231,143,143,100.00%,0,26,41,92,139,226,226,199,162,81.40%,44,87,139,0,0,0,0,0.00%,0,257,257,257,141,54.90%,4,24,76,181
IL-502,368,284,222,78.20%,176,177,15,65,230,138,176,141,79,56.00%,132,13,29,94,82,177,177,128,128,100.00%,36,136,41,15,15,15,15,100.00%,15,172,172,172,87,50.60%,45,10,26,146
IL-503,305,286,166,58.00%,16,289,0,40,117,188,16,16,0,0.00%,8,0,7,16,0,289,289,270,166,61.50%,33,101,188,0,0,0,0,0.00%,0,97,97,97,69,71.10%,35,20,51,46
IL-504,244,208,188,90.40%,120,124,0,61,198,46,120,84,84,100.00%,0,6,28,77,43,124,124,124,104,83.90%,33,121,3,0,0,0,0,0.00%,0,117,117,117,117,100.00%,37,13,37,80
IL-506,393,349,349,100.00%,142,251,0,76,224,169,142,122,122,100.00%,0,275,14,40,102,251,251,227,227,100.00%,62,184,67,0,0,0,0,0.00%,0,290,290,290,290,100.00%,155,70,205,85
IL-507,470,393,227,57.80%,313,157,0,46,145,325,313,262,96,36.60%,0,25,17,47,266,157,157,131,131,100.00%,29,98,59,0,0,0,0,0.00%,0,195,195,195,189,96.90%,111,23,49,146
IL-508,246,200,196,98.00%,99,147,0,61,179,67,99,53,49,92.50%,0,16,30,89,10,147,147,147,147,100.00%,31,90,57,0,0,0,0,0.00%,0,221,221,221,209,94.60%,45,41,100,121
IL-509,92,58,34,58.60%,24,68,0,25,70,22,24,24,0,0.00%,0,7,1,4,20,68,68,34,34,100.00%,24,66,2,0,0,0,0,0.00%,0,119,119,119,54,45.40%,0,10,50,69
IL-510,"6,023","5,799","3,950",68.10%,"2,506","3,476",41,793,"2,793","3,230","2,506","2,452","1,164",47.50%,39,500,72,414,"2,092","3,476","3,476","3,306","2,745",83.00%,721,"2,379","1,097",41,41,41,41,100.00%,41,"7,828","7,828","7,828","6,441",82.30%,"1,613",887,"2,597","5,231"
IL-511,894,764,739,96.70%,188,691,15,177,597,297,188,81,68,84.00%,332,37,15,93,95,691,691,668,656,98.20%,162,504,187,15,15,15,15,100.00%,15,549,549,549,349,63.60%,241,75,242,307
IL-512,535,479,363,75.80%,336,175,24,93,271,264,336,280,227,81.10%,89,129,38,124,212,175,175,175,112,64.00%,55,147,28,24,24,24,24,100.00%,24,99,99,99,99,100.00%,13,13,45,54
IL-513,278,246,246,100.00%,186,92,0,34,81,197,186,154,154,100.00%,50,0,10,35,151,92,92,92,92,100.00%,24,46,46,0,0,0,0,0.00%,0,138,138,138,119,86.20%,42,61,85,53
IL-514,715,649,649,100.00%,206,509,0,141,417,298,206,165,165,100.00%,0,29,25,57,149,509,509,484,484,100.00%,116,360,149,0,0,0,0,0.00%,0,258,258,258,258,100.00%,92,40,130,128
IL-515,182,154,81,52.60%,61,121,0,49,156,26,61,48,0,0.00%,0,0,13,38,23,121,121,106,81,76.40%,36,118,3,0,0,0,0,0.00%,0,24,24,24,24,100.00%,0,7,19,5
IL-516,214,186,140,75.30%,98,109,7,54,119,95,98,70,32,45.70%,15,0,21,39,59,109,109,109,101,92.70%,33,80,29,7,7,7,7,100.00%,7,106,106,106,102,96.20%,37,22,58,48
IL-517,459,417,417,100.00%,316,143,0,55,169,290,316,288,288,100.00%,0,1,26,84,232,143,143,129,129,100.00%,29,85,58,0,0,0,0,0.00%,0,88,88,88,88,100.00%,60,0,0,88
IL-518,326,223,158,70.90%,163,163,0,69,163,163,163,100,61,61.00%,54,0,26,56,107,163,163,123,97,78.90%,43,107,56,0,0,0,0,0.00%,0,18,18,18,18,100.00%,0,0,0,18
IL-519,179,150,93,62.00%,56,123,0,36,124,55,56,29,14,48.30%,0,110,7,21,35,123,123,121,79,65.30%,29,103,20,0,0,0,0,0.00%,0,53,53,53,53,100.00%,0,11,53,0
IL-520,480,371,218,58.80%,344,136,0,83,266,214,344,263,154,58.60%,0,4,55,178,166,136,136,108,64,59.30%,28,88,48,0,0,0,0,0.00%,0,178,178,178,142,79.80%,3,37,113,65
IN-500,584,456,443,97.10%,154,430,0,88,287,297,154,82,82,100.00%,68,8,24,66,88,430,430,374,361,96.50%,64,221,209,0,0,0,0,0.00%,0,121,121,113,113,100.00%,22,8,24,97
IN-502,"4,767","3,739","2,448",65.50%,"2,768","1,999",0,900,"2,742","2,025","2,768","2,040","1,226",60.10%,104,300,444,"1,377","1,391","1,999","1,999","1,699","1,222",71.90%,456,"1,365",634,0,0,0,0,0.00%,0,993,993,993,892,89.80%,175,116,365,628
IN-503,"1,894","1,651",682,41.30%,916,953,25,240,854,"1,040",916,792,396,50.00%,174,102,147,528,388,953,953,834,261,31.30%,93,326,627,25,25,25,25,100.00%,25,"1,081","1,081","1,081",678,62.70%,239,156,382,699
KS-501,207,185,122,65.90%,33,174,0,34,107,100,33,33,25,75.80%,0,0,0,0,33,174,174,152,97,63.80%,34,107,67,0,0,0,0,0.00%,0,66,66,66,17,25.80%,21,0,0,66
KS-502,550,452,252,55.80%,385,145,20,77,245,305,385,318,118,37.10%,100,0,40,130,255,145,145,114,114,100.00%,37,115,30,20,20,20,20,100.00%,20,477,477,477,346,72.50%,187,58,177,300
KS-503,424,408,385,94.40%,325,99,0,44,200,224,325,309,286,92.60%,0,89,32,132,193,99,99,99,99,100.00%,12,68,31,0,0,0,0,0.00%,0,377,377,377,282,74.80%,124,17,36,341
KS-505,203,114,114,100.00%,104,99,0,57,183,20,104,59,59,100.00%,0,0,33,96,8,99,99,55,55,100.00%,24,87,12,0,0,0,0,0.00%,0,39,39,39,17,43.60%,7,2,12,27
KS-507,"1,558","1,199",641,53.50%,863,695,0,273,860,698,863,532,339,63.70%,45,70,133,464,399,695,695,667,302,45.30%,140,396,299,0,0,0,0,0.00%,0,188,188,188,64,34.00%,91,11,24,164
KY-500,"2,371","1,795","1,183",65.90%,"1,356","1,015",0,535,"1,427",944,"1,356",986,621,63.00%,32,33,269,654,702,"1,015","1,015",809,562,69.50%,266,773,242,0,0,0,0,0.00%,0,"1,208","1,208","1,017",960,94.40%,210,291,738,470
KY-501,"1,390","1,262","1,115",88.40%,685,695,10,174,453,937,685,602,475,78.90%,0,223,77,178,507,695,695,650,630,96.90%,97,275,420,10,10,10,10,100.00%,10,"1,396","1,396","1,396","1,151",82.40%,127,232,645,751
KY-502,"1,628","1,565",856,54.70%,532,"1,094",2,189,479,"1,149",532,469,329,70.10%,0,0,48,141,391,"1,094","1,094","1,094",525,48.00%,141,338,756,2,2,2,2,100.00%,2,491,491,401,184,45.90%,293,52,160,331
LA-500,697,571,482,84.40%,243,454,0,116,331,366,243,143,142,99.30%,0,63,31,100,143,454,454,428,340,79.40%,85,231,223,0,0,0,0,0.00%,0,115,115,115,115,100.00%,42,15,53,62
LA-501,202,137,98,71.50%,152,50,0,22,121,81,152,87,48,55.20%,0,1,18,113,39,50,50,50,50,100.00%,4,8,42,0,0,0,0,0.00%,0,165,165,165,94,57.00%,0,32,66,99
LA-502,993,845,805,95.30%,302,681,10,123,486,507,302,154,136,88.30%,0,15,37,159,143,681,681,681,659,96.80%,86,327,354,10,10,10,10,100.00%,10,299,299,299,204,68.20%,89,9,28,271
LA-503,"1,480","1,436","1,159",80.70%,582,883,15,197,583,897,582,567,398,70.20%,59,0,39,116,466,883,883,854,746,87.40%,158,467,416,15,15,15,15,100.00%,15,"1,645","1,645","1,645","1,532",93.10%,523,159,520,"1,125"
LA-504,843,783,490,62.60%,205,638,0,46,144,699,205,145,124,85.50%,0,100,32,109,96,638,638,638,366,57.40%,14,35,603,0,0,0,0,0.00%,0,330,330,330,330,100.00%,19,47,117,213
LA-505,262,142,55,38.70%,130,120,12,54,152,110,130,96,27,28.10%,0,16,17,58,72,120,120,34,16,47.10%,37,94,26,12,12,12,12,100.00%,12,102,102,102,89,87.30%,16,6,18,84
LA-506,228,169,134,79.30%,63,165,0,43,121,107,63,45,10,22.20%,0,0,11,29,34,165,165,124,124,100.00%,32,92,73,0,0,0,0,0.00%,0,258,258,250,250,100.00%,60,51,104,154
LA-507,243,187,96,51.30%,114,129,0,7,74,169,114,58,24,41.40%,0,32,5,58,56,129,129,129,72,55.80%,2,16,113,0,0,0,0,0.00%,0,120,120,120,60,50.00%,23,6,23,97
LA-508,125,114,67,58.80%,74,51,0,23,52,73,74,63,52,82.50%,0,3,16,37,37,51,51,51,15,29.40%,7,15,36,0,0,0,0,0.00%,0,140,140,112,52,46.40%,2,10,26,114
MA-500,"5,506","5,320","4,843",91.00%,"3,937","1,563",6,996,"3,083","2,423","3,937","3,851","3,578",92.90%,90,80,833,"2,648","1,289","1,563","1,563","1,463","1,259",86.10%,163,435,"1,128",6,6,6,6,100.00%,6,"4,675","4,675","4,645","3,076",66.20%,"2,026",392,"1,012","3,663"
MA-501,926,821,718,87.50%,473,447,6,151,522,404,473,424,424,100.00%,42,612,101,393,80,447,447,391,288,73.70%,50,129,318,6,6,6,6,100.00%,6,496,496,496,249,50.20%,234,54,145,351
MA-502,487,487,487,100.00%,410,77,0,94,386,101,410,410,410,100.00%,7,14,88,368,42,77,77,77,77,100.00%,6,18,59,0,0,0,0,0.00%,0,264,264,254,254,100.00%,13,31,69,195
MA-503,369,319,263,82.40%,271,98,0,78,188,181,271,221,221,100.00%,0,3,73,178,93,98,98,98,42,42.90%,5,10,88,0,0,0,0,0.00%,0,261,261,261,248,95.00%,138,4,12,249
MA-504,931,837,418,49.90%,676,249,6,239,697,234,676,628,360,57.30%,35,40,173,538,138,249,249,203,52,25.60%,66,159,90,6,6,6,6,100.00%,6,439,439,439,321,73.10%,208,43,130,309
MA-505,432,398,337,84.70%,149,283,0,39,133,299,149,115,103,89.60%,0,0,29,107,42,283,283,283,234,82.70%,10,26,257,0,0,0,0,0.00%,0,335,335,316,280,88.60%,29,73,230,105
MA-506,"1,404","1,344","1,287",95.80%,871,520,13,350,"1,013",391,871,848,800,94.30%,0,41,254,737,134,520,520,483,474,98.10%,96,276,244,13,13,13,13,100.00%,13,959,959,959,712,74.20%,179,149,383,576
MA-507,201,177,98,55.40%,64,137,0,20,58,143,64,40,40,100.00%,0,0,16,41,23,137,137,137,58,42.30%,4,17,120,0,0,0,0,0.00%,0,207,207,207,37,17.90%,39,7,18,189
MA-508,585,477,400,83.90%,399,186,0,135,455,130,399,380,380,100.00%,35,0,92,306,93,186,186,97,20,20.60%,43,149,37,0,0,0,0,0.00%,0,134,134,121,24,19.80%,36,21,59,75
MA-509,399,366,366,100.00%,242,157,0,47,131,268,242,227,227,100.00%,24,9,24,61,181,157,157,139,139,100.00%,23,70,87,0,0,0,0,0.00%,0,264,264,250,207,82.80%,115,14,37,227
MA-510,524,473,473,100.00%,413,104,7,131,382,142,413,395,395,100.00%,24,273,95,317,96,104,104,71,71,100.00%,36,65,39,7,7,7,7,100.00%,7,344,344,339,210,61.90%,95,28,82,262
MA-511,242,226,226,100.00%,202,40,0,46,123,119,202,186,186,100.00%,0,44,29,83,119,40,40,40,40,100.00%,17,40,.,0,0,0,0,0.00%,0,315,315,315,277,87.90%,84,52,146,169
MA-512,322,322,154,47.80%,147,175,0,74,250,72,147,147,80,54.40%,0,5,21,90,57,175,175,175,74,42.30%,53,160,15,0,0,0,0,0.00%,0,192,192,192,45,23.40%,45,5,17,175
MA-513,128,128,128,100.00%,101,27,0,39,117,11,101,101,101,100.00%,0,226,31,101,0,27,27,27,27,100.00%,8,16,11,0,0,0,0,0.00%,0,186,186,186,186,100.00%,50,49,132,54
MA-515,296,283,198,70.00%,181,115,0,60,209,87,181,168,122,72.60%,16,6,36,149,32,115,115,115,76,66.10%,24,60,55,0,0,0,0,0.00%,0,135,135,135,133,98.50%,34,21,63,72
MA-516,683,637,637,100.00%,499,184,0,191,526,157,499,479,479,100.00%,0,226,150,414,85,184,184,158,158,100.00%,41,112,72,0,0,0,0,0.00%,0,419,419,369,269,72.90%,155,31,70,349
MA-517,146,125,125,100.00%,115,31,0,24,68,78,115,94,94,100.00%,0,0,21,62,53,31,31,31,31,100.00%,3,6,25,0,0,0,0,0.00%,0,128,128,128,122,95.30%,39,18,43,85
MA-518,215,157,150,95.50%,111,104,0,59,151,64,111,102,102,100.00%,0,0,19,54,57,104,104,55,48,87.30%,40,97,7,0,0,0,0,0.00%,0,168,168,159,97,61.00%,59,4,9,159
MA-519,209,181,123,68.00%,123,86,0,42,154,55,123,111,53,47.70%,0,0,22,90,33,86,86,70,70,100.00%,20,64,22,0,0,0,0,0.00%,0,75,75,75,75,100.00%,22,6,23,52
MA-520,562,519,483,93.10%,487,75,0,165,450,112,487,477,468,98.10%,18,533,140,390,97,75,75,42,15,35.70%,25,60,15,0,0,0,0,0.00%,0,165,165,165,111,67.30%,58,27,70,95
MD-500,111,91,53,58.20%,60,51,0,26,86,25,60,40,2,5.00%,15,40,11,37,23,51,51,51,51,100.00%,15,49,2,0,0,0,0,0.00%,0,109,109,109,81,74.30%,18,25,68,41
MD-501,"2,346","2,346","1,771",75.50%,937,"1,370",39,227,612,"1,734",937,937,705,75.20%,177,57,67,164,773,"1,370","1,370","1,370","1,027",75.00%,160,448,922,39,39,39,39,100.00%,39,"2,020","2,020","2,020","1,794",88.80%,373,299,781,"1,239"
MD-502,153,125,88,70.40%,58,95,0,33,86,67,58,30,30,100.00%,70,70,7,27,31,95,95,95,58,61.10%,26,59,36,0,0,0,0,0.00%,0,105,105,105,105,100.00%,2,28,74,31
MD-503,245,224,224,100.00%,157,88,0,62,179,66,157,136,136,100.00%,60,53,37,101,56,88,88,88,88,100.00%,25,78,10,0,0,0,0,0.00%,0,148,148,148,148,100.00%,53,28,70,78
MD-504,135,110,104,94.50%,25,110,0,28,111,24,25,16,15,93.80%,25,0,6,20,5,110,110,94,89,94.70%,22,91,19,0,0,0,0,0.00%,0,61,61,61,61,100.00%,18,11,28,33
MD-505,516,461,451,97.80%,379,137,0,55,329,187,379,348,348,100.00%,30,0,19,214,165,137,137,113,103,91.20%,36,115,22,0,0,0,0,0.00%,0,413,413,413,188,45.50%,22,108,283,130
MD-506,131,123,117,95.10%,56,50,25,24,76,55,56,48,42,87.50%,25,26,10,37,19,50,50,50,50,100.00%,14,39,11,25,25,25,25,100.00%,25,32,32,32,32,100.00%,15,2,11,21
MD-507,267,195,69,35.40%,128,139,0,33,82,185,128,84,11,13.10%,45,2,14,35,93,139,139,111,58,52.30%,19,47,92,0,0,0,0,0.00%,0,102,102,102,23,22.50%,13,7,17,85
MD-508,334,297,270,90.90%,187,147,0,45,210,124,187,160,143,89.40%,86,18,15,111,76,147,147,137,127,92.70%,30,99,48,0,0,0,0,0.00%,0,217,217,217,217,100.00%,48,63,170,47
MD-509,219,153,151,98.70%,31,188,0,58,164,55,31,2,0,0.00%,80,0,8,23,8,188,188,151,151,100.00%,50,141,47,0,0,0,0,0.00%,0,32,32,32,32,100.00%,18,4,9,23
MD-510,37,23,23,100.00%,16,21,0,5,17,20,16,2,2,100.00%,0,0,2,5,11,21,21,21,21,100.00%,3,12,9,0,0,0,0,0.00%,0,113,113,113,113,100.00%,4,55,101,12
MD-511,52,52,47,90.40%,10,42,0,10,31,21,10,10,10,100.00%,36,11,0,0,10,42,42,42,37,88.10%,10,31,11,0,0,0,0,0.00%,0,105,105,105,105,100.00%,4,25,73,32
MD-512,270,220,194,88.20%,159,111,0,17,82,188,159,117,117,100.00%,56,100,10,60,99,111,111,103,77,74.80%,7,22,89,0,0,0,0,0.00%,0,176,176,176,167,94.90%,7,11,37,139
MD-513,204,204,185,90.70%,150,54,0,27,99,105,150,150,131,87.30%,106,7,14,54,96,54,54,54,54,100.00%,13,45,9,0,0,0,0,0.00%,0,149,149,149,149,100.00%,21,32,85,64
MD-600,581,528,418,79.20%,239,342,0,100,402,179,239,186,186,100.00%,130,0,38,195,44,342,342,342,232,67.80%,62,207,135,0,0,0,0,0.00%,0,606,606,606,447,73.80%,28,181,443,163
MD-601,683,617,617,100.00%,274,369,40,121,385,298,274,220,220,100.00%,100,216,45,146,128,369,369,357,357,100.00%,76,239,130,40,40,40,40,100.00%,40,"1,590","1,590","1,590","1,545",97.20%,125,301,"1,009",581
ME-500,"1,696","1,389","1,125",81.00%,633,"1,063",0,388,"1,076",620,633,488,356,73.00%,10,35,133,345,288,"1,063","1,063",901,769,85.30%,255,731,332,0,0,0,0,0.00%,0,"1,207","1,207","1,201","1,103",91.80%,69,171,516,691
ME-501,487,423,423,100.00%,139,348,0,107,305,182,139,118,118,100.00%,0,15,30,44,95,348,348,305,305,100.00%,77,261,87,0,0,0,0,0.00%,0,318,318,288,277,96.20%,23,39,109,209
ME-502,618,604,588,97.40%,308,295,15,83,227,391,308,294,294,100.00%,0,40,33,99,209,295,295,295,279,94.60%,50,128,167,15,15,15,15,100.00%,15,423,423,423,406,96.00%,80,45,139,284
MI-500,"2,468","1,651","1,488",90.10%,"1,130","1,338",0,490,"1,603",865,"1,130",598,485,81.10%,36,96,180,590,540,"1,338","1,338","1,053","1,003",95.30%,310,"1,013",325,0,0,0,0,0.00%,0,"3,331","3,331","3,203","2,925",91.30%,162,779,"2,328","1,003"
MI-501,"2,967","2,832","2,401",84.80%,"1,625","1,321",21,273,768,"2,199","1,625","1,558","1,333",85.60%,54,110,130,359,"1,266","1,321","1,321","1,253","1,047",83.60%,143,409,912,21,21,21,21,100.00%,21,"4,473","4,473","4,473","1,521",34.00%,134,871,"2,620","1,853"
MI-502,472,373,373,100.00%,120,336,16,84,341,131,120,75,75,100.00%,80,7,20,100,20,336,336,282,282,100.00%,64,241,95,16,16,16,16,100.00%,16,421,421,421,421,100.00%,45,80,278,143
MI-503,279,237,237,100.00%,153,126,0,44,156,123,153,111,111,100.00%,80,25,14,82,71,126,126,126,126,100.00%,30,74,52,0,0,0,0,0.00%,0,95,95,95,95,100.00%,51,7,16,79
MI-504,409,363,315,86.80%,97,312,0,83,210,199,97,51,51,100.00%,121,0,30,67,30,312,312,312,264,84.60%,53,143,169,0,0,0,0,0.00%,0,688,688,688,688,100.00%,112,95,270,418
MI-505,367,335,168,50.10%,258,109,0,60,167,200,258,226,69,30.50%,0,9,39,102,156,109,109,109,99,90.80%,21,65,44,0,0,0,0,0.00%,0,727,727,727,727,100.00%,14,149,484,243
MI-506,759,561,561,100.00%,337,422,0,150,483,276,337,275,275,100.00%,0,48,41,112,225,422,422,286,286,100.00%,109,371,51,0,0,0,0,0.00%,0,645,645,645,629,97.50%,290,90,203,442
MI-507,869,723,723,100.00%,449,420,0,257,540,329,449,397,397,100.00%,0,0,82,179,270,420,420,326,326,100.00%,175,361,59,0,0,0,0,0.00%,0,628,628,622,622,100.00%,30,129,394,234
MI-508,384,354,282,79.70%,276,108,0,28,87,297,276,246,186,75.60%,0,40,20,61,215,108,108,108,96,88.90%,8,26,82,0,0,0,0,0.00%,0,262,262,262,188,71.80%,83,25,61,201
MI-509,428,381,364,95.50%,197,231,0,96,251,177,197,150,150,100.00%,25,65,43,108,89,231,231,231,214,92.60%,53,143,88,0,0,0,0,0.00%,0,704,704,697,583,83.60%,82,109,317,387
MI-510,359,251,251,100.00%,147,206,6,40,139,220,147,123,123,100.00%,0,13,17,61,86,206,206,122,122,100.00%,23,78,128,6,6,6,6,100.00%,6,668,668,642,642,100.00%,117,137,462,206
MI-511,166,99,58,58.60%,69,97,0,39,115,51,69,32,16,50.00%,15,5,12,43,26,97,97,67,42,62.70%,27,72,25,0,0,0,0,0.00%,0,110,110,44,44,100.00%,7,31,94,16
MI-512,241,115,111,96.50%,97,144,0,72,166,75,97,75,71,94.70%,26,10,15,28,69,144,144,40,40,100.00%,57,138,6,0,0,0,0,0.00%,0,506,506,495,129,26.10%,21,131,370,136
MI-513,93,77,61,79.20%,47,46,0,10,31,62,47,31,15,48.40%,15,0,6,15,32,46,46,46,46,100.00%,4,16,30,0,0,0,0,0.00%,0,196,196,196,196,100.00%,0,55,144,52
